"Title","Description","BiocVersion","Genome","SourceType","SourceUrl","SourceVersion","Species","TaxonomyId","Coordinate_1_based","DataProvider","Maintainer","RDataClass","DispatchClass","RDataPath","Tags"
"Annotated genes for Gencode v31 on hg19 coordinates","Gencode v31 annotated genes from bumphunter::annotateTranscripts() on hg19 coordinates. This is useful for packages such as derfinder and derfinderPlot. For more information, check the GenomicState package.","3.10","GRCh37","GTF","ftp://ftp.ebi.ac.uk/pub/databases/gencode/Gencode_human/release_31/GRCh37_mapping/gencode.v31lift37.annotation.gtf.gz","Oct 03 2019","Homo sapiens",9606,TRUE,"GENCODE","Leonardo Collado-Torres <lcolladotor@gmail.com>","GRanges","Rda","GenomicState/gencode/gencode_v31_hg19_annotated_genes.rda","Gencode:v31:hg19"
"GenomicState for Gencode v31 on hg19 coordinates","Gencode v31 GenomicState from derfinder::makeGenomicState() on hg19 coordinates. This is useful for packages such as derfinder and derfinderPlot. For more information, check the GenomicState package.","3.10","GRCh37","GTF","ftp://ftp.ebi.ac.uk/pub/databases/gencode/Gencode_human/release_31/GRCh37_mapping/gencode.v31lift37.annotation.gtf.gz","Oct 03 2019","Homo sapiens",9606,TRUE,"GENCODE","Leonardo Collado-Torres <lcolladotor@gmail.com>","list","Rda","GenomicState/gencode/gencode_v31_hg19_GenomicState.rda","Gencode:v31:hg19"
"TxDb for Gencode v31 on hg38 coordinates","Gencode v31 TxDb object on hg38 coordinates. This is useful for packages such as derfinder and derfinderPlot. For more information, check the GenomicState package.","3.10","GRCh38","GTF","ftp://ftp.ebi.ac.uk/pub/databases/gencode/Gencode_human/release_31/gencode.v31.annotation.gtf.gz","Oct 03 2019","Homo sapiens",9606,TRUE,"GENCODE","Leonardo Collado-Torres <lcolladotor@gmail.com>","TxDb","SQLiteFile","GenomicState/gencode/gencode_v31_hg38_txdb.sqlite","Gencode:v31:hg38"
"Annotated genes for Gencode v31 on hg38 coordinates","Gencode v31 annotated genes from bumphunter::annotateTranscripts() on hg38 coordinates. This is useful for packages such as derfinder and derfinderPlot. For more information, check the GenomicState package.","3.10","GRCh38","GTF","ftp://ftp.ebi.ac.uk/pub/databases/gencode/Gencode_human/release_31/gencode.v31.annotation.gtf.gz","Oct 03 2019","Homo sapiens",9606,TRUE,"GENCODE","Leonardo Collado-Torres <lcolladotor@gmail.com>","GRanges","Rda","GenomicState/gencode/gencode_v31_hg38_annotated_genes.rda","Gencode:v31:hg38"
"GenomicState for Gencode v31 on hg38 coordinates","Gencode v31 GenomicState from derfinder::makeGenomicState() on hg38 coordinates. This is useful for packages such as derfinder and derfinderPlot. For more information, check the GenomicState package.","3.10","GRCh38","GTF","ftp://ftp.ebi.ac.uk/pub/databases/gencode/Gencode_human/release_31/gencode.v31.annotation.gtf.gz","Oct 03 2019","Homo sapiens",9606,TRUE,"GENCODE","Leonardo Collado-Torres <lcolladotor@gmail.com>","list","Rda","GenomicState/gencode/gencode_v31_hg38_GenomicState.rda","Gencode:v31:hg38"
"TxDb for Gencode v32 on hg19 coordinates","Gencode v32 TxDb object on hg19 coordinates. This is useful for packages such as derfinder and derfinderPlot. For more information, check the GenomicState package.","3.10","GRCh37","GTF","ftp://ftp.ebi.ac.uk/pub/databases/gencode/Gencode_human/release_32/GRCh37_mapping/gencode.v32lift37.annotation.gtf.gz","Oct 03 2019","Homo sapiens",9606,TRUE,"GENCODE","Leonardo Collado-Torres <lcolladotor@gmail.com>","TxDb","SQLiteFile","GenomicState/gencode/gencode_v32_hg19_txdb.sqlite","Gencode:v32:hg19"
"Annotated genes for Gencode v32 on hg19 coordinates","Gencode v32 annotated genes from bumphunter::annotateTranscripts() on hg19 coordinates. This is useful for packages such as derfinder and derfinderPlot. For more information, check the GenomicState package.","3.10","GRCh37","GTF","ftp://ftp.ebi.ac.uk/pub/databases/gencode/Gencode_human/release_32/GRCh37_mapping/gencode.v32lift37.annotation.gtf.gz","Oct 03 2019","Homo sapiens",9606,TRUE,"GENCODE","Leonardo Collado-Torres <lcolladotor@gmail.com>","GRanges","Rda","GenomicState/gencode/gencode_v32_hg19_annotated_genes.rda","Gencode:v32:hg19"
"GenomicState for Gencode v32 on hg19 coordinates","Gencode v32 GenomicState from derfinder::makeGenomicState() on hg19 coordinates. This is useful for packages such as derfinder and derfinderPlot. For more information, check the GenomicState package.","3.10","GRCh37","GTF","ftp://ftp.ebi.ac.uk/pub/databases/gencode/Gencode_human/release_32/GRCh37_mapping/gencode.v32lift37.annotation.gtf.gz","Oct 03 2019","Homo sapiens",9606,TRUE,"GENCODE","Leonardo Collado-Torres <lcolladotor@gmail.com>","list","Rda","GenomicState/gencode/gencode_v32_hg19_GenomicState.rda","Gencode:v32:hg19"
"TxDb for Gencode v32 on hg38 coordinates","Gencode v32 TxDb object on hg38 coordinates. This is useful for packages such as derfinder and derfinderPlot. For more information, check the GenomicState package.","3.10","GRCh38","GTF","ftp://ftp.ebi.ac.uk/pub/databases/gencode/Gencode_human/release_32/gencode.v32.annotation.gtf.gz","Oct 03 2019","Homo sapiens",9606,TRUE,"GENCODE","Leonardo Collado-Torres <lcolladotor@gmail.com>","TxDb","SQLiteFile","GenomicState/gencode/gencode_v32_hg38_txdb.sqlite","Gencode:v32:hg38"
"Annotated genes for Gencode v32 on hg38 coordinates","Gencode v32 annotated genes from bumphunter::annotateTranscripts() on hg38 coordinates. This is useful for packages such as derfinder and derfinderPlot. For more information, check the GenomicState package.","3.10","GRCh38","GTF","ftp://ftp.ebi.ac.uk/pub/databases/gencode/Gencode_human/release_32/gencode.v32.annotation.gtf.gz","Oct 03 2019","Homo sapiens",9606,TRUE,"GENCODE","Leonardo Collado-Torres <lcolladotor@gmail.com>","GRanges","Rda","GenomicState/gencode/gencode_v32_hg38_annotated_genes.rda","Gencode:v32:hg38"
"GenomicState for Gencode v32 on hg38 coordinates","Gencode v32 GenomicState from derfinder::makeGenomicState() on hg38 coordinates. This is useful for packages such as derfinder and derfinderPlot. For more information, check the GenomicState package.","3.10","GRCh38","GTF","ftp://ftp.ebi.ac.uk/pub/databases/gencode/Gencode_human/release_32/gencode.v32.annotation.gtf.gz","Oct 03 2019","Homo sapiens",9606,TRUE,"GENCODE","Leonardo Collado-Torres <lcolladotor@gmail.com>","list","Rda","GenomicState/gencode/gencode_v32_hg38_GenomicState.rda","Gencode:v32:hg38"
